INFOCODE,TICKER,DSMNEM,SEDOL,DSQTNAME,DSCMPYNAME,TYPECODE,PRIMARYEXCHANGEMIC,PRIMARYEXCHANGENAME,CURRENCY,STATUSCODE,ISACTIVE,LISTINGSTARTDATE,DELISTDATE
49595,ROX,U:ROX,B0VLM61,CASTLE BRANDS DEAD - DELIST.09/10/19,CASTLE BRANDS INCO.,EQ,XASE,NYSE American,USD,D,False,2006-04-06T00:00:00,2019-10-09T00:00:00
49596,DHR,U:DHR,2250870,DANAHER,DANAHER CORP.,EQ,XNYS,New York SE,USD,A,True,1973-01-02T00:00:00,
49603,EVEPQ,@EVEPQ,B15M5L3,EV EN.PTNS.CMON. UTS. RRT. DEAD - DELIST.05/06/18,EV ENERGY PARTNERS LP.,EQ,PINC,OTC Pnk Current Info,USD,D,False,2006-09-27T00:00:00,2018-06-05T00:00:00
49607,UNB,@UNB,2031923,UNION BANKSHARES,UNION BANKSHARES INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,2000-07-14T00:00:00,
49608,TK,U:TK,BL54JF1,TEEKAY CORPORATION,TEEKAY CORP. (PREREIN.),EQ,XNYS,New York SE,USD,A,True,1995-07-20T00:00:00,
49612,SNSTA,@SNSTA,2821209,SONESTA INTL.HTLS. DEAD - ACQD.BY 362844,SONESTA INTL.HTLS.CORP.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,1973-01-02T00:00:00,2012-02-01T00:00:00
49613,AMMD,@AMMD,2619998,AMER.MED.SYS.HDG. DEAD - DELIST.20/06/11,AMER.MED.SYS.HDG.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2000-08-11T00:00:00,2011-06-20T00:00:00
49624,ELYS,@ELYS,BMWH6R1,ELYS BMG GROUP,ELYS BMG GROUP INCO.,EQ,EXPM,OTC Expert Mkt,USD,A,True,2004-07-12T00:00:00,
49626,LSBK,@LSBK,BRXBJT0,LAKE SHORE BANCORP,LAKE SHORE BANCORP INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,2006-04-04T00:00:00,
49633,SHEN,@SHEN,2676692,SHENANDOAH TELECOM.,SHENANDOAH TELECOM.CO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,1999-10-15T00:00:00,
49635,FSBK,@FSBK,,FIRST STH.BANC.VA. DEAD - DELIST.01/11/17,FIRST STH.BANC.VA.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,1997-04-08T00:00:00,2017-11-01T00:00:00
49637,CBI,U:CBI,2200530,CHICAGO BDG.&IO. DEAD - DELIST.11/05/18,CHICAGO BRIDGE & IO.NV,EQ,XNYS,New York SE,USD,D,False,1997-03-27T00:00:00,2018-05-11T00:00:00
49644,GFIG,@GFIG,B05KYY6,GFI GROUP DEAD - DELIST.13/01/16,GFI GROUP INCO.,EQ,PINI,OTC Pink No Info,USD,D,False,2005-01-26T00:00:00,2016-01-13T00:00:00
49652,CSGS,@CSGS,2210885,CSG SYS.INTL. DEAD - DELIST.15/05/26,CSG SYS.INTL.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,1996-02-28T00:00:00,2026-05-15T00:00:00
49660,IPG,U:IPG,2466321,INTERPUBLIC GROUP DEAD - DELIST.28/11/25,INTERPUBLIC GP.OF COS.,EQ,XNYS,New York SE,USD,D,False,1973-01-02T00:00:00,2025-11-28T00:00:00
49661,PNBK,@PNBK,BW9RTJ7,PATRIOT NAT.BANCORP,PATRIOT NAT.BANCORP INC,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,1994-08-31T00:00:00,
49663,VWTR,@VWTR,BMGH0F3,VIDLER WATER RESOUCES DEAD - DELIST.26/05/22,VIDLER WSC.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,1991-03-22T00:00:00,2022-05-26T00:00:00
49665,WWIN,@WWIN,B0N7DZ3,WINNER MEDICAL GROUP DEAD - DELIST.21/12/12,WINNER MEDICAL GP.INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,1995-06-05T00:00:00,2012-12-21T00:00:00
49670,ARW,U:ARW,2051404,ARROW ELECTRONICS,ARROW ELECTRONICS INCO.,EQ,XNYS,New York SE,USD,A,True,1973-01-02T00:00:00,
49673,SSYS,@SSYS,B7WD7D7,STRATASYS,STRATASYS LTD.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,1994-10-21T00:00:00,
49680,BSIRY,@BSIRY,BYZWDZ4,ALON BLUE SQUARE ISRAEL ADR 1:10 DEAD - DELIST.23/09/16,ALON HDG.BLU.SQ.ISR.LTD.,ADR,PINC,OTC Pnk Current Info,USD,D,False,1996-08-01T00:00:00,2016-09-23T00:00:00
49708,MTRX,@MTRX,2572068,MATRIX SERVICE,MATRIX SERVICE CO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,1990-09-26T00:00:00,
49717,VHC,@VHC,BRBR2D5,VIRNETX HOLDING,VIRNETX HOLDING CORP.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,1999-07-30T00:00:00,
49725,SMG,U:SMG,2781518,SCOTTS MIRACLE-GRO,SCOTTS MIRACLE-GRO CO.,EQ,XNYS,New York SE,USD,A,True,1992-01-31T00:00:00,
49728,CODA,@CODA,BDTYXN7,CODA OCTOPUS GROUP,CODA OCTOPUS GP.INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,1994-05-17T00:00:00,
49733,BRC,U:BRC,2117726,BRADY NONVOTING A,BRADY CORPORATION,EQ,XNYS,New York SE,USD,A,True,1984-06-28T00:00:00,
49734,CFR,U:CFR,2239556,CULLEN FO.BANKERS,CULLEN FO.BANKERS INCO.,EQ,XNYS,New York SE,USD,A,True,1975-07-07T00:00:00,
49738,RUBO,@RUBO,2422248,RUBIO'S RESTAURANTS DEAD - DELIST.25/08/10,RUBIO'S REST.INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,1999-05-21T00:00:00,2010-08-25T00:00:00
49741,CYBI,@CYBI,2537777,CYBEX INTL. DEAD - DELIST.09/02/13,CYBEX INTL.INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,1973-01-02T00:00:00,2013-02-19T00:00:00
49752,ELLO,U:ELLO,2637310,ELLOMAY CAPITAL,ELLOMAY CAPITAL LTD.,EQ,XASE,NYSE American,USD,A,True,1995-10-09T00:00:00,
49754,ALG,U:ALG,2021634,ALAMO GROUP,ALAMO GROUP INCO.,EQ,XNYS,New York SE,USD,A,True,1993-03-19T00:00:00,
49763,TFCF,@TFCF,BJ0M5M5,TWENTY-FIRST CENTURY FOX B DEAD - DELIST.21/03/19,21ST.CENTURY FOX INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2004-11-03T00:00:00,2019-03-21T00:00:00
49764,COHU,@COHU,2208426,COHU,COHU INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,1973-01-02T00:00:00,
49766,KELYB,@KELYB,2487128,KELLY SERVICES 'B',KELLY SERVICES INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,1984-08-02T00:00:00,
49769,MMR,U:MMR,2311045,MCMORAN EXPLORATION DEAD - ACQD.BY 152594,MCMORAN EXPLORATION CO.,EQ,XNYS,New York SE,USD,D,False,1999-08-31T00:00:00,2013-06-04T00:00:00
49777,SYT,U:SYT,2674986,SYNGENTA SPN.ADR 5:1 DEAD - DELIST.31/01/18,SYNGENTA AG,ADR,XNYS,New York SE,USD,D,False,2000-11-13T00:00:00,2018-01-31T00:00:00
49779,IPCC,@IPCC,2313739,INFINITY PR.& CLTY. DEAD - DELIST.03/07/18,INFINITY PR.& CLTY.CORP.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2003-02-12T00:00:00,2018-07-03T00:00:00
49784,EGBN,@EGBN,2648055,EAGLE BANC.,EAGLE BANCORP INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,1999-10-06T00:00:00,
49787,ZBRA,@ZBRA,2989356,ZEBRA TECHNOLOGIES 'A',ZEBRA TECHNOLOGIES CORP.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,1991-08-15T00:00:00,
49792,COKE,@COKE,2206721,COCA COLA CONSOLIDATED,C-CLA.CONS.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,1973-01-02T00:00:00,
49796,SLTM,@SLTM,B1DYPR7,SOLTA MEDICAL DEAD - DELIST.24/01/14,SOLTA MEDICAL INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2006-11-10T00:00:00,2014-01-24T00:00:00
49811,LB,U:LB,2499907,LA-BARGE DEAD - DELIST.29/06/11,LA-BARGE INCO.,EQ,XASE,NYSE American,USD,D,False,1973-01-02T00:00:00,2011-06-29T00:00:00
49814,NIHDQ,@NIHDQ,2090485,NII HOLDINGS DEAD - DELIST.06/07/15,NII HOLDINGS INCO.,EQ,,,USD,D,False,2002-11-20T00:00:00,2015-07-06T00:00:00
49816,LVLT,U:LVLT,B5LL299,LEVEL 3 COMMS. DEAD - DELIST.01/11/17,LEVEL 3 COMMS.INCO.,EQ,XNYS,New York SE,USD,D,False,1997-10-10T00:00:00,2017-11-01T00:00:00
49830,CYRX,@CYRX,BY2ZKK0,CRYOPORT,CRYOPORT INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2005-01-31T00:00:00,
49833,HOLI,@HOLI,B0JCH50,HOLLYSYS ATMTN.TECHS. DEAD - DELIST.26/07/24,HOLLYSYS ATMTN.TECHS.LTD,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2005-08-31T00:00:00,2024-07-26T00:00:00
49842,PPS,U:PPS,2705262,POST PROPERTIES DEAD - DELIST.01/12/16,POST PROPERTIES INCO.,EQ,XNYS,New York SE,USD,D,False,1993-07-16T00:00:00,2016-12-01T00:00:00
49847,DORM,@DORM,2718594,DORMAN PRODUCTS,DORMAN PRODUCTS INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,1991-03-12T00:00:00,
49850,QSFT,@QSFT,2447478,QUEST SOFTWARE DEAD - ACQD.BY 772203,QUEST SOFTWARE INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,1999-08-13T00:00:00,2012-10-08T00:00:00
49856,APOG,@APOG,2046176,APOGEE ENTERPRISES,APOGEE ENTERPRISES INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,1973-01-02T00:00:00,
49860,ALX,U:ALX,2014021,ALEXANDER'S,ALEXANDER'S INCO.,EQ,XNYS,New York SE,USD,A,True,1973-01-02T00:00:00,
49863,GSHHY,@GSHHY,2394615,GUANGSHEN RY.AMER. DPREC.1:50 DEAD - DELIST.22/10/21,GUANGSHEN RY.CO.LTD.,ADR,PINC,OTC Pnk Currnt Info,USD,D,False,1996-05-13T00:00:00,2021-10-22T00:00:00
49864,ELME,U:ELME,2942304,ELME,ELME COMMUNITIES,EQ,XNYS,New York SE,USD,A,True,1973-01-02T00:00:00,
49867,BDL,U:BDL,2342562,FLANIGANS ENTS.,FLANIGANS ENTS.INCO.,EQ,XASE,NYSE American,USD,A,True,1973-01-02T00:00:00,
49869,PSO,U:PSO,2704485,PEARSON PLC.SPN.ADR 1:1,PEARSON PLC.,ADR,XNYS,New York SE,USD,A,True,1995-06-29T00:00:00,
49872,CKEC,@CKEC,2845469,CARMIKE CINEMAS DEAD - DELIST.22/12/16,CARMIKE CINEMAS INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,1986-10-10T00:00:00,2016-12-22T00:00:00
49893,SJT,U:SJT,2775113,SAN JUAN BASIN RTY.TST.,SAN JUAN BASIN RTY.TST.,EQ,XNYS,New York SE,USD,A,True,1980-10-24T00:00:00,
49894,SSINQ,@SSINQ,2812258,STAGE STORES DEAD - DELIST.03/11/20,STAGE STORES INCO.,EQ,PINC,OTC Pnk Currnt Info,USD,D,False,2001-08-30T00:00:00,2020-11-03T00:00:00
49895,ATI,U:ATI,2526117,ATI,ATI INCO.,EQ,XNYS,New York SE,USD,A,True,1987-05-08T00:00:00,
49901,CMA,U:CMA,2212870,COMERICA DEAD - DELIST.02/02/26,COMERICA INCO.,EQ,XNYS,New York SE,USD,D,False,1973-01-02T00:00:00,2026-02-02T00:00:00
49903,TEX,U:TEX,2884224,TEREX,TEREX CORPORATION,EQ,XNYS,New York SE,USD,A,True,1973-11-07T00:00:00,
49905,FFNM,@FFNM,B070DY7,FIRST FEDERAL OF NORTHERN MI.BANC. DEAD - DELIST.23/05/18,1ST.FED.OF NTHN.MI.BANC.,EQ,OTCQ,OTCQX U.S. Premier,USD,D,False,2005-04-05T00:00:00,2018-05-23T00:00:00
49908,TSRE,@TSRE,B95FS64,TRADE STREET RESIDENTIAL DEAD - ACQD.BY 89663C,TRADE STREET RESD.INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2004-12-16T00:00:00,2015-09-18T00:00:00
49910,NHLD,@NHLD,BSPL122,NATIONAL HOLDINGS DEAD - DELIST.26/02/21,NATIONAL HOLDINGS CORP.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,1987-06-23T00:00:00,2021-02-26T00:00:00
49918,QDEL,@QDEL,BM9VY27,QUIDELORTHO,QUIDELORTHO CORP.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,1991-02-04T00:00:00,
49921,COCOQ,@COCOQ,2386021,CORINTHIAN COLLEGES DEAD - DELIST.24/09/15,CORINTHIAN CLGS.INCO.,EQ,PINL,OTC Pnk Limited Info,USD,D,False,1999-02-05T00:00:00,2015-09-24T00:00:00
49928,APLP,@APLP,BYSRYN1,ARCHROCK PARTNERS DEAD - DELIST.27/04/18,ARCHROCK PARTNERS LP.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2006-10-17T00:00:00,2018-04-27T00:00:00
49934,ESE,U:ESE,2321583,ESCO TECHS.,ESCO TECHNOLOGIES INCO.,EQ,XNYS,New York SE,USD,A,True,2000-01-18T00:00:00,
49936,CAPR,@CAPR,BK7Y2Z3,CAPRICOR THERAPEUTICS,CAPRICOR THERP.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2002-06-20T00:00:00,
49941,DAR,U:DAR,2250289,DARLING INGREDIENTS,DRLG.INGRDNTS.INCO.,EQ,XNYS,New York SE,USD,A,True,1994-09-07T00:00:00,
49944,RICK,@RICK,BQ0QT80,RCI HOSPITALITY HDG.,RCI HOSPITALITY HLDINC.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,1995-10-13T00:00:00,
49953,CULP,@CULP,2239794,CULP,CULP INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,1983-08-30T00:00:00,
49961,ANDE,@ANDE,2274922,ANDERSONS,THE ANDERSONS INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,1996-02-20T00:00:00,
49964,KMB,@KMB,2491839,KIMBERLY-CLARK,KIMBERLY-CLARK CORP.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,1973-01-02T00:00:00,
49969,NLP,U:NLP,B05F1F1,NTS REAL.HDG.PTSHP.UTS. DEAD - DELIST.11/06/14,NTS REALTY HOLDINGS LP.,EQ,XASE,NYSE American,USD,D,False,2004-12-29T00:00:00,2014-06-11T00:00:00
49972,GFF,U:GFF,2463344,GRIFFON,GRIFFON CORPORATION,EQ,XNYS,New York SE,USD,A,True,1973-01-02T00:00:00,
49973,TRR,U:TRR,2903743,T R C DEAD - DELIST.22/06/17,T R C COMPANIES INCO.,EQ,XNYS,New York SE,USD,D,False,1975-01-06T00:00:00,2017-06-22T00:00:00
49977,STRR,@STRR,BK9M426,STAR EQUITY HOLDINGS,STAR EQ.HDG.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2003-03-17T00:00:00,
49978,WVFC,@WVFC,2555597,WVS FINL,WVS FINANCIAL CORP.,EQ,OTCQ,OTCQX US Prime,USD,A,True,1993-11-29T00:00:00,
49991,PENN,@PENN,2682105,PENN ENTERTAINMENT,PENN ENTERTAINMENT INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,1994-05-26T00:00:00,
49992,PRCP,@PRCP,2710318,PERCEPTRON DEAD - DELIST.22/12/20,PERCEPTRON INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,1992-08-21T00:00:00,2020-12-22T00:00:00
49993,CYAN,@CYAN,BVLNNJ4,CYANOTECH,CYANOTECH CORP.,EQ,OTCD,FINRA TDDS - OTCD,USD,A,True,1991-05-22T00:00:00,
49996,HNT,U:HNT,2418623,HEALTH NET DEAD - DELIST.24/03/16,HEALTH NET INCO.,EQ,XNYS,New York SE,USD,D,False,1994-01-31T00:00:00,2016-03-24T00:00:00
49999,PERY,@PERY,2851701,PERRY ELLIS INTL. DEAD - DELIST.23/10/18,PERRY ELLIS INTL.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,1993-05-21T00:00:00,2018-10-23T00:00:00
50000,CKX,U:CKX,2215921,CKX LANDS,CKX LANDS INCO.,EQ,XASE,NYSE American,USD,A,True,1999-03-24T00:00:00,
50010,APAC,@APAC,2041955,APAC CUSTOMER SERVICES DEAD - DELIST.17/10/11,APAC CUSTOMER SVS.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,1995-10-11T00:00:00,2011-10-17T00:00:00
50011,SNTS,@SNTS,2303105,SANTARUS DEAD - DELIST.03/01/14,SANTARUS INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2004-04-01T00:00:00,2014-01-03T00:00:00
50018,MKC,U:MKC,2550161,MCCORMICK & COMPANY NV.,MCCORMICK & COIC.,EQ,XNYS,New York SE,USD,A,True,1973-01-02T00:00:00,
50024,WGL,U:WGL,2942100,WGL HOLDINGS DEAD - DELIST.09/07/18,WGL HOLDINGS INCO.,EQ,XNYS,New York SE,USD,D,False,1973-01-02T00:00:00,2018-07-09T00:00:00
50035,NVEC,@NVEC,2072126,NVE,NVE CORP.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2000-11-21T00:00:00,
50037,XINGF,@XINGF,2390077,QIAO XING UNVL.RES. DEAD - DELIST.23/08/12,QIAO XING UNVL.RES.INCO.,EQ,PINX,Pink OTC Markets,USD,D,False,1999-02-17T00:00:00,2012-08-23T00:00:00
50047,HQSM,@HQSM,B1Q2GY2,HQ SUST.MARITIME INDS. DEAD - DELIST.10/04/12,HQ SUST.MRIT.INDS.INCO.,EQ,PINX,Pink No Information,USD,D,False,1999-09-13T00:00:00,2012-04-10T00:00:00
50049,REGN,@REGN,2730190,REGENERON PHARMS.,REGENERON PHARMS.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,1991-04-02T00:00:00,
50057,LGND,@LGND,2501578,LIGAND PHARMS.'B',LIGAND PHARMS.INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,1994-11-25T00:00:00,
50058,VFC,U:VFC,2928683,V F,V F CORP.,EQ,XNYS,New York SE,USD,A,True,1973-01-02T00:00:00,
50062,TIMB,U:TIMB,BK531P5,TIM ADR 1:5,TIM SA,ADR,XNYS,New York SE,USD,A,True,1998-11-16T00:00:00,
50076,STU,U:STU,2855725,STUDENT LN. DEAD - DELIST.03/01/11,THE STUDENT LN.CORP.,EQ,XNYS,New York SE,USD,D,False,1992-12-17T00:00:00,2011-01-03T00:00:00
50080,DRS,@DRS,BNSNZQ2,LEONARDO DRS,RADA ELTN.INDS.LTD.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,1985-06-24T00:00:00,
50081,SPLS,@SPLS,2841489,STAPLES DEAD - DELIST.13/09/17,STAPLES INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,1989-04-28T00:00:00,2017-09-13T00:00:00
50083,IRF,U:IRF,2465384,INTERNATIONAL RECTIFIER DEAD - DELIST.14/01/15,INTL.RECTIFIER CORP.,EQ,XNYS,New York SE,USD,D,False,1973-01-02T00:00:00,2015-01-14T00:00:00
50085,CBMX,@CBMX,BYZPWJ0,COMBIMATRIX DEAD - DELIST.16/11/17,COMBIMATRIX CORP.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,2002-12-16T00:00:00,2017-11-16T00:00:00
50087,VIRL,@VIRL,2615015,VIRAGE LOGIC DEAD - DELIST.03/09/10,VIRAGE LOGIC CORP.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2000-08-01T00:00:00,2010-09-03T00:00:00
50091,MSO,U:MSO,2503518,MARTHA STEWART LIVING OMNIMEDIA 'A' DEAD - DELIST.07/12/15,MRH.STEW.LVG.OMNIMEDIA,EQ,XNYS,New York SE,USD,D,False,1999-10-19T00:00:00,2015-12-07T00:00:00
50096,AE,U:AE,2007526,ADAMS RES.& EN. DEAD - DELIST.05/02/25,ADAMS RES.& EN.INCO.,EQ,XASE,NYSE American,USD,D,False,1975-01-31T00:00:00,2025-02-05T00:00:00
50097,LCTX,U:LCTX,BJMSX83,LINEAGE CELL THERAPEUTICS,LINEAGE CELL THERP.INCO.,EQ,XASE,NYSE American,USD,A,True,1992-03-05T00:00:00,
50101,GAIA,@GAIA,BD0R8F2,GAIA 'A',GAIA INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,1999-10-29T00:00:00,
50104,GEO,U:GEO,BNLYWQ1,GEO GROUP,THE GEO GROUP INCO.,EQ,XNYS,New York SE,USD,A,True,1994-07-27T00:00:00,
50106,NTAP,@NTAP,2630643,NETAPP,NETAPP INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,1995-11-21T00:00:00,
50107,FCFP,@FCFP,B128QV1,FIRST CMTY.FINL.PARTNERS DEAD - DELIST.03/07/17,1ST.CMTY.FINL.PTNS.INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,2006-06-15T00:00:00,2017-07-03T00:00:00
50108,PBI,U:PBI,2690506,PITNEY-BOWES,PITNEY BOWES INCO.,EQ,XNYS,New York SE,USD,A,True,1973-01-02T00:00:00,
50111,VLY,@VLY,2935326,VALLEY NATIONAL,VALLEY NATIONAL BANCORP,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,1975-01-06T00:00:00,
50123,KSU,U:KSU,2607647,KANSAS CITY SOUTHERN DEAD - DELIST.14/12/21,KANSAS CITY SOUTHERN,EQ,XNYS,New York SE,USD,D,False,1973-01-02T00:00:00,2021-12-14T00:00:00
50132,CFCPRB,U:CFCPRB,B1GJKK7,COUNTRYWIDE CAP.V GTD CAP.SECS. DEAD - DELIST 06/06/18,COUNTRYWIDE CAPITAL V,EQ,XNYS,New York SE,USD,D,False,2006-11-06T00:00:00,2018-07-16T00:00:00
50139,UG,@UG,2917722,UNITED GUARDIAN,UNITED GUARDIAN INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,1977-04-29T00:00:00,
50141,WLTGQ,@WLTGQ,2951805,WALTER ENERGY DEAD - DELIST.23/05/19,WALTER ENERGY INCO.,EQ,PINX,Pink OTC Markets,USD,D,False,1995-03-24T00:00:00,2019-05-23T00:00:00
50144,NORD,@NORD,BSPS1P6,NORDICUS PARTNERS,NORDICUS PARTNERS CORP.,EQ,OTCB,OTC - QB,USD,A,True,1996-06-12T00:00:00,
50150,FBNIQ,@FBNIQ,B8HWDP0,FURNITURE BRANDS INTL. DEAD - DELIST.01/08/14,FRTR.BRANDS INTL.INCO.,EQ,PINL,OTC Pnk Limited Info,USD,D,False,1992-06-29T00:00:00,2014-08-04T00:00:00
50151,QLGC,@QLGC,2717320,QLOGIC DEAD - DELIST.17/08/16,QLOGIC CORP.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,1994-02-28T00:00:00,2016-08-17T00:00:00
50158,KATE,U:KATE,BJWG213,KATE SPADE & COMPANY DEAD - DELIST.12/07/17,KATE SPADE & COMPANY,EQ,XNYS,New York SE,USD,D,False,1981-06-09T00:00:00,2017-07-12T00:00:00
50159,CVSA,U:CVSA,BZ12TX5,COVISTA,COVISTA INCO.,EQ,XNYS,New York SE,USD,A,True,1991-06-21T00:00:00,
50161,TDY,U:TDY,2503477,TELEDYNE TECHS.,TELEDYNE TECHS.INCO.,EQ,XNYS,New York SE,USD,A,True,1999-11-23T00:00:00,
50164,CAFI,@CAFI,2164517,CAMCO FINANCIAL DEAD - ACQD.BY 951068,CAMCO FINANCIAL CORP.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,1994-12-30T00:00:00,2014-03-03T00:00:00
50167,PCRFY,@PCRFY,2572121,PANASONIC HOLDINGS ADR 1:1 DEAD - DELIST.02/04/24,PNSC.HDCR.,ADR,PINL,OTC Pnk Ltd Info,USD,D,False,1973-01-02T00:00:00,2024-04-02T00:00:00
50173,KIDBQ,@KIDBQ,2759322,KID BRANDS,KID BRANDS INCO.,EQ,EXPM,OTC Expert Mkt,USD,A,True,1984-03-29T00:00:00,
50178,GOLD,@GOLD,2976842,RANDGOLD RES.ADS ADR 1:1 DEAD - DELIST.01/01/19,BARRICK GD.(HDG.) LTD.,ADR,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2002-07-11T00:00:00,2019-01-01T00:00:00
50180,CEBK,@CEBK,2619675,CENTRAL BANC. DEAD - ACQD.BY 515147,CENTRAL BANC.INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,1986-10-20T00:00:00,2012-11-19T00:00:00
50182,SIM,U:SIM,2394336,GRUPO SIMEC SAB DE CV ADR 1:3,GRUPO SIMEC SAB DE CV,ADR,XASE,NYSE American,USD,A,True,1993-07-01T00:00:00,
50192,CDIIQ,@CDIIQ,BDDWGT4,CD INTL.ENTERPRISES,CD INTL.ENTS.INCO.,EQ,EXPM,OTC Expert Mkt,USD,A,True,1995-12-15T00:00:00,
50195,WEST,@WEST,B1CL591,ANDALAY SOLAR DEAD - DELIST.21/02/18,ANDALAY SOLAR INCO.,EQ,PINX,Pink OTC Markets,USD,D,False,2006-08-31T00:00:00,2018-02-21T00:00:00
50201,FICO,U:FICO,2330299,FAIR ISAAC,FAIR ISAAC CORPORATION,EQ,XNYS,New York SE,USD,A,True,1987-07-22T00:00:00,
50203,BMR,U:BMR,B02GMQ5,BIOMED REALTY TRUST DEAD - DELIST.28/01/16,BIOMED REALTY TST.INCO.,EQ,XNYS,New York SE,USD,D,False,2004-08-06T00:00:00,2016-01-28T00:00:00
50204,ACAT,@ACAT,2047500,ARCTIC CAT DEAD - DELIST.07/03/17,ARCTIC CAT INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,1990-06-26T00:00:00,2017-03-07T00:00:00
50206,NOVB,@NOVB,2549181,NORTH VALLEY BANCORP. DEAD - ACQD.BY 328569,NORTH VALLEY BANCORP.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,1998-04-07T00:00:00,2014-10-06T00:00:00
50209,DMLP,@DMLP,2336576,DORCHESTER MINERALS,DORCHESTER MINERALS L P,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,1982-08-26T00:00:00,
50211,ASFI,@ASFI,2052634,ASTA FUNDING DEAD - DELIST.30/09/20,ASTA FUNDING INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,1995-11-14T00:00:00,2020-09-30T00:00:00
